donor,recipient,amount,latitude_donor,longitude_donor,latitude_recipient,longitude_recipient
Czech Republic,Burkina Faso,11793,49.817492,15.472961999999999,12.238333,-1.561593
Denmark,Burkina Faso,261119641,56.26392,9.501785,12.238333,-1.561593
Finland,Burkina Faso,1549841,61.92411,25.748151,12.238333,-1.561593
France,Burkina Faso,701948435,46.227638,2.213749,12.238333,-1.561593
Germany,Burkina Faso,382511468,51.165690999999995,10.451526,12.238333,-1.561593
Greece,Burkina Faso,487542,39.074208,21.824312,12.238333,-1.561593
India,Burkina Faso,31511745,20.593684,78.96288,12.238333,-1.561593
Ireland,Burkina Faso,4425277,53.41291,-8.243889999999999,12.238333,-1.561593
Italy,Burkina Faso,36011208,41.87194,12.56738,12.238333,-1.561593
Japan,Burkina Faso,279517773,36.204824,138.252924,12.238333,-1.561593
Kuwait,Burkina Faso,61555383,29.311659999999996,47.481766,12.238333,-1.561593
Luxembourg,Burkina Faso,124914268,49.815273,6.129583,12.238333,-1.561593
Monaco,Burkina Faso,628726,43.750298,7.412841,12.238333,-1.561593
Netherlands,Burkina Faso,364985966,52.132633,5.291266,12.238333,-1.561593
New Zealand,Burkina Faso,776534,-40.900557,174.88597099999998,12.238333,-1.561593
Norway,Burkina Faso,4367037,60.472024,8.468946,12.238333,-1.561593
Poland,Burkina Faso,12612,51.919438,19.145135999999997,12.238333,-1.561593
Saudi Arabia,Burkina Faso,48342155,23.885942,45.079162,12.238333,-1.561593
Slovenia,Burkina Faso,38301,46.151241,14.995463,12.238333,-1.561593
Spain,Burkina Faso,40599479,40.463667,-3.7492199999999998,12.238333,-1.561593
Sweden,Burkina Faso,213021602,60.128161,18.643501,12.238333,-1.561593
Switzerland,Burkina Faso,242688818,46.818188,8.227511999999999,12.238333,-1.561593
Taiwan,Burkina Faso,13253784,23.69781,120.96051499999999,12.238333,-1.561593
United Arab Emirates,Burkina Faso,12628049,23.424076,53.847818000000004,12.238333,-1.561593
United Kingdom,Burkina Faso,5807073,55.378051,-3.435973,12.238333,-1.561593
United States,Burkina Faso,763721676,37.09024,-95.712891,12.238333,-1.561593
Australia,Burundi,4105046,-25.274398,133.775136,-3.3730559999999996,29.918885999999997
Austria,Burundi,3428452,47.516231,14.550072,-3.3730559999999996,29.918885999999997
Belgium,Burundi,537434144,50.503887,4.469936,-3.3730559999999996,29.918885999999997
Canada,Burundi,32217484,56.130366,-106.34677099999999,-3.3730559999999996,29.918885999999997
Czech Republic,Burundi,11793,49.817492,15.472961999999999,-3.3730559999999996,29.918885999999997
Denmark,Burundi,17960008,56.26392,9.501785,-3.3730559999999996,29.918885999999997
Finland,Burundi,5411778,61.92411,25.748151,-3.3730559999999996,29.918885999999997
France,Burundi,111505583,46.227638,2.213749,-3.3730559999999996,29.918885999999997
Germany,Burundi,211054656,51.165690999999995,10.451526,-3.3730559999999996,29.918885999999997
Greece,Burundi,591814,39.074208,21.824312,-3.3730559999999996,29.918885999999997
Ireland,Burundi,24054146,53.41291,-8.243889999999999,-3.3730559999999996,29.918885999999997
Italy,Burundi,24231477,41.87194,12.56738,-3.3730559999999996,29.918885999999997
Japan,Burundi,192128342,36.204824,138.252924,-3.3730559999999996,29.918885999999997
Kuwait,Burundi,10038604,29.311659999999996,47.481766,-3.3730559999999996,29.918885999999997
Luxembourg,Burundi,9254227,49.815273,6.129583,-3.3730559999999996,29.918885999999997
Monaco,Burundi,308884,43.750298,7.412841,-3.3730559999999996,29.918885999999997
Netherlands,Burundi,217669047,52.132633,5.291266,-3.3730559999999996,29.918885999999997
Norway,Burundi,157473051,60.472024,8.468946,-3.3730559999999996,29.918885999999997
Poland,Burundi,160801,51.919438,19.145135999999997,-3.3730559999999996,29.918885999999997
Portugal,Burundi,8449,39.399871999999995,-8.224454,-3.3730559999999996,29.918885999999997
Slovenia,Burundi,114025,46.151241,14.995463,-3.3730559999999996,29.918885999999997
South Africa,Burundi,2592435,-30.559482,22.937506,-3.3730559999999996,29.918885999999997
Spain,Burundi,11404309,40.463667,-3.7492199999999998,-3.3730559999999996,29.918885999999997
Sweden,Burundi,33206034,60.128161,18.643501,-3.3730559999999996,29.918885999999997
Switzerland,Burundi,89575301,46.818188,8.227511999999999,-3.3730559999999996,29.918885999999997
United Arab Emirates,Burundi,301749,23.424076,53.847818000000004,-3.3730559999999996,29.918885999999997
United Kingdom,Burundi,84730437,55.378051,-3.435973,-3.3730559999999996,29.918885999999997
United States,Burundi,341113558,37.09024,-95.712891,-3.3730559999999996,29.918885999999997
Australia,Cambodia,410218286,-25.274398,133.775136,12.565679,104.990963
Austria,Cambodia,1677974,47.516231,14.550072,12.565679,104.990963
Belgium,Cambodia,88966214,50.503887,4.469936,12.565679,104.990963
Canada,Cambodia,62817874,56.130366,-106.34677099999999,12.565679,104.990963
Czech Republic,Cambodia,2965373,49.817492,15.472961999999999,12.565679,104.990963
Denmark,Cambodia,42627599,56.26392,9.501785,12.565679,104.990963
Finland,Cambodia,38965025,61.92411,25.748151,12.565679,104.990963
France,Cambodia,266856528,46.227638,2.213749,12.565679,104.990963
Germany,Cambodia,275812576,51.165690999999995,10.451526,12.565679,104.990963
Greece,Cambodia,66825,39.074208,21.824312,12.565679,104.990963
Hungary,Cambodia,97156,47.162494,19.503304,12.565679,104.990963
India,Cambodia,9341400,20.593684,78.96288,12.565679,104.990963
Ireland,Cambodia,16777168,53.41291,-8.243889999999999,12.565679,104.990963
Italy,Cambodia,12127956,41.87194,12.56738,12.565679,104.990963
Japan,Cambodia,1471065526,36.204824,138.252924,12.565679,104.990963
Kuwait,Cambodia,1866071,29.311659999999996,47.481766,12.565679,104.990963
Luxembourg,Cambodia,3061830,49.815273,6.129583,12.565679,104.990963
Netherlands,Cambodia,2337120,52.132633,5.291266,12.565679,104.990963
New Zealand,Cambodia,24558305,-40.900557,174.88597099999998,12.565679,104.990963
Norway,Cambodia,76286988,60.472024,8.468946,12.565679,104.990963
Poland,Cambodia,13212,51.919438,19.145135999999997,12.565679,104.990963
Spain,Cambodia,116069941,40.463667,-3.7492199999999998,12.565679,104.990963
Sweden,Cambodia,191601976,60.128161,18.643501,12.565679,104.990963
Switzerland,Cambodia,51713616,46.818188,8.227511999999999,12.565679,104.990963
Thailand,Cambodia,7986829,15.870032,100.992541,12.565679,104.990963
United Arab Emirates,Cambodia,228374,23.424076,53.847818000000004,12.565679,104.990963
United Kingdom,Cambodia,213008838,55.378051,-3.435973,12.565679,104.990963
United States,Cambodia,565941685,37.09024,-95.712891,12.565679,104.990963
Australia,Cameroon,4693113,-25.274398,133.775136,7.369722,12.354722
Austria,Cameroon,2520478,47.516231,14.550072,7.369722,12.354722
Belgium,Cameroon,148177397,50.503887,4.469936,7.369722,12.354722
Brazil,Cameroon,739115,-14.235004,-51.92528,7.369722,12.354722
Canada,Cameroon,38601745,56.130366,-106.34677099999999,7.369722,12.354722
Czech Republic,Cameroon,93809,49.817492,15.472961999999999,7.369722,12.354722
Denmark,Cameroon,1733992,56.26392,9.501785,7.369722,12.354722
Finland,Cameroon,3642939,61.92411,25.748151,7.369722,12.354722
France,Cameroon,2514296052,46.227638,2.213749,7.369722,12.354722
Germany,Cameroon,1849615242,51.165690999999995,10.451526,7.369722,12.354722
Greece,Cameroon,1414596,39.074208,21.824312,7.369722,12.354722
India,Cameroon,39348387,20.593684,78.96288,7.369722,12.354722
Ireland,Cameroon,3496143,53.41291,-8.243889999999999,7.369722,12.354722
Italy,Cameroon,31079245,41.87194,12.56738,7.369722,12.354722
Japan,Cameroon,235983310,36.204824,138.252924,7.369722,12.354722
Luxembourg,Cameroon,3030730,49.815273,6.129583,7.369722,12.354722
Netherlands,Cameroon,2539728,52.132633,5.291266,7.369722,12.354722
Norway,Cameroon,3785742,60.472024,8.468946,7.369722,12.354722
Poland,Cameroon,37550,51.919438,19.145135999999997,7.369722,12.354722
Portugal,Cameroon,24597,39.399871999999995,-8.224454,7.369722,12.354722
Saudi Arabia,Cameroon,12921596,23.885942,45.079162,7.369722,12.354722
Spain,Cameroon,58218112,40.463667,-3.7492199999999998,7.369722,12.354722
Sweden,Cameroon,89498642,60.128161,18.643501,7.369722,12.354722
Switzerland,Cameroon,57592184,46.818188,8.227511999999999,7.369722,12.354722
United Arab Emirates,Cameroon,780396,23.424076,53.847818000000004,7.369722,12.354722
United Kingdom,Cameroon,10620601,55.378051,-3.435973,7.369722,12.354722
United States,Cameroon,196593380,37.09024,-95.712891,7.369722,12.354722
Australia,Cape Verde,769345,-25.274398,133.775136,16.002082,-24.013197
Austria,Cape Verde,16963867,47.516231,14.550072,16.002082,-24.013197
Belgium,Cape Verde,2220798,50.503887,4.469936,16.002082,-24.013197
Brazil,Cape Verde,8655590,-14.235004,-51.92528,16.002082,-24.013197
Canada,Cape Verde,3828306,56.130366,-106.34677099999999,16.002082,-24.013197
Czech Republic,Cape Verde,8749,49.817492,15.472961999999999,16.002082,-24.013197
Finland,Cape Verde,37268,61.92411,25.748151,16.002082,-24.013197
France,Cape Verde,83526395,46.227638,2.213749,16.002082,-24.013197
Germany,Cape Verde,4369982,51.165690999999995,10.451526,16.002082,-24.013197
Greece,Cape Verde,87187,39.074208,21.824312,16.002082,-24.013197
India,Cape Verde,1064708,20.593684,78.96288,16.002082,-24.013197
Ireland,Cape Verde,3481891,53.41291,-8.243889999999999,16.002082,-24.013197
Italy,Cape Verde,11570967,41.87194,12.56738,16.002082,-24.013197
Japan,Cape Verde,308326201,36.204824,138.252924,16.002082,-24.013197
Kuwait,Cape Verde,24697209,29.311659999999996,47.481766,16.002082,-24.013197
Luxembourg,Cape Verde,127575835,49.815273,6.129583,16.002082,-24.013197
Netherlands,Cape Verde,41444580,52.132633,5.291266,16.002082,-24.013197
Norway,Cape Verde,301990,60.472024,8.468946,16.002082,-24.013197
Portugal,Cape Verde,812788933,39.399871999999995,-8.224454,16.002082,-24.013197
Saudi Arabia,Cape Verde,21421092,23.885942,45.079162,16.002082,-24.013197
Slovenia,Cape Verde,774345,46.151241,14.995463,16.002082,-24.013197
Spain,Cape Verde,117304232,40.463667,-3.7492199999999998,16.002082,-24.013197
Switzerland,Cape Verde,6067098,46.818188,8.227511999999999,16.002082,-24.013197
United Kingdom,Cape Verde,959603,55.378051,-3.435973,16.002082,-24.013197
United States,Cape Verde,104942883,37.09024,-95.712891,16.002082,-24.013197
Australia,Central African Republic,1790648,-25.274398,133.775136,6.611111,20.939444
Austria,Central African Republic,7392510,47.516231,14.550072,6.611111,20.939444
Belgium,Central African Republic,11843825,50.503887,4.469936,6.611111,20.939444
Canada,Central African Republic,31627252,56.130366,-106.34677099999999,6.611111,20.939444
Czech Republic,Central African Republic,105982,49.817492,15.472961999999999,6.611111,20.939444
Denmark,Central African Republic,4818488,56.26392,9.501785,6.611111,20.939444
Estonia,Central African Republic,169679,58.595271999999994,25.013607,6.611111,20.939444
Finland,Central African Republic,18374448,61.92411,25.748151,6.611111,20.939444
France,Central African Republic,190841142,46.227638,2.213749,6.611111,20.939444
Germany,Central African Republic,24606103,51.165690999999995,10.451526,6.611111,20.939444
Greece,Central African Republic,285507,39.074208,21.824312,6.611111,20.939444
India,Central African Republic,30830742,20.593684,78.96288,6.611111,20.939444
Ireland,Central African Republic,22503012,53.41291,-8.243889999999999,6.611111,20.939444
Italy,Central African Republic,5914699,41.87194,12.56738,6.611111,20.939444
Japan,Central African Republic,90733561,36.204824,138.252924,6.611111,20.939444
Kuwait,Central African Republic,1163725,29.311659999999996,47.481766,6.611111,20.939444
Luxembourg,Central African Republic,4518991,49.815273,6.129583,6.611111,20.939444
Netherlands,Central African Republic,17130098,52.132633,5.291266,6.611111,20.939444
Norway,Central African Republic,11302283,60.472024,8.468946,6.611111,20.939444
Spain,Central African Republic,10631435,40.463667,-3.7492199999999998,6.611111,20.939444
Sweden,Central African Republic,56784331,60.128161,18.643501,6.611111,20.939444
Switzerland,Central African Republic,50177019,46.818188,8.227511999999999,6.611111,20.939444
United Arab Emirates,Central African Republic,474830,23.424076,53.847818000000004,6.611111,20.939444
United Kingdom,Central African Republic,16868691,55.378051,-3.435973,6.611111,20.939444
United States,Central African Republic,209347980,37.09024,-95.712891,6.611111,20.939444
Australia,Chad,5341667,-25.274398,133.775136,15.454166,18.732207
Austria,Chad,51032694,47.516231,14.550072,15.454166,18.732207
Belgium,Chad,15764069,50.503887,4.469936,15.454166,18.732207
Brazil,Chad,69070,-14.235004,-51.92528,15.454166,18.732207
Canada,Chad,83756375,56.130366,-106.34677099999999,15.454166,18.732207
Denmark,Chad,7844040,56.26392,9.501785,15.454166,18.732207
Estonia,Chad,91365,58.595271999999994,25.013607,15.454166,18.732207
Finland,Chad,28766822,61.92411,25.748151,15.454166,18.732207
France,Chad,300865239,46.227638,2.213749,15.454166,18.732207
Germany,Chad,120986098,51.165690999999995,10.451526,15.454166,18.732207
Greece,Chad,1956768,39.074208,21.824312,15.454166,18.732207
Ireland,Chad,25709198,53.41291,-8.243889999999999,15.454166,18.732207
Italy,Chad,6409690,41.87194,12.56738,15.454166,18.732207
Japan,Chad,108658284,36.204824,138.252924,15.454166,18.732207
Kuwait,Chad,17307937,29.311659999999996,47.481766,15.454166,18.732207
Luxembourg,Chad,8448519,49.815273,6.129583,15.454166,18.732207
Netherlands,Chad,36055362,52.132633,5.291266,15.454166,18.732207
Norway,Chad,14917979,60.472024,8.468946,15.454166,18.732207
Portugal,Chad,6581241,39.399871999999995,-8.224454,15.454166,18.732207
Slovenia,Chad,14110,46.151241,14.995463,15.454166,18.732207
Spain,Chad,45365608,40.463667,-3.7492199999999998,15.454166,18.732207
Sweden,Chad,67502371,60.128161,18.643501,15.454166,18.732207
Switzerland,Chad,169390415,46.818188,8.227511999999999,15.454166,18.732207
United Arab Emirates,Chad,1981881,23.424076,53.847818000000004,15.454166,18.732207
United Kingdom,Chad,28584443,55.378051,-3.435973,15.454166,18.732207
United States,Chad,1027731862,37.09024,-95.712891,15.454166,18.732207
Australia,Chile,10714797,-25.274398,133.775136,-35.675146999999996,-71.542969
Austria,Chile,1883390,47.516231,14.550072,-35.675146999999996,-71.542969
Belgium,Chile,5611666,50.503887,4.469936,-35.675146999999996,-71.542969
Brazil,Chile,9907,-14.235004,-51.92528,-35.675146999999996,-71.542969
Canada,Chile,20107964,56.130366,-106.34677099999999,-35.675146999999996,-71.542969
Chile,Chile,108,-35.675146999999996,-71.542969,-35.675146999999996,-71.542969
Colombia,Chile,158059,4.570868,-74.297333,-35.675146999999996,-71.542969
Czech Republic,Chile,10823,49.817492,15.472961999999999,-35.675146999999996,-71.542969
Denmark,Chile,1551409,56.26392,9.501785,-35.675146999999996,-71.542969
Finland,Chile,3381711,61.92411,25.748151,-35.675146999999996,-71.542969
France,Chile,116540998,46.227638,2.213749,-35.675146999999996,-71.542969
Germany,Chile,672917874,51.165690999999995,10.451526,-35.675146999999996,-71.542969
Greece,Chile,1118838,39.074208,21.824312,-35.675146999999996,-71.542969
Ireland,Chile,1107141,53.41291,-8.243889999999999,-35.675146999999996,-71.542969
Italy,Chile,6393399,41.87194,12.56738,-35.675146999999996,-71.542969
Japan,Chile,72214713,36.204824,138.252924,-35.675146999999996,-71.542969
Luxembourg,Chile,2650493,49.815273,6.129583,-35.675146999999996,-71.542969
Netherlands,Chile,931268,52.132633,5.291266,-35.675146999999996,-71.542969
New Zealand,Chile,5441637,-40.900557,174.88597099999998,-35.675146999999996,-71.542969
Norway,Chile,4825801,60.472024,8.468946,-35.675146999999996,-71.542969
Portugal,Chile,603538,39.399871999999995,-8.224454,-35.675146999999996,-71.542969
Spain,Chile,53874712,40.463667,-3.7492199999999998,-35.675146999999996,-71.542969
Sweden,Chile,1630187,60.128161,18.643501,-35.675146999999996,-71.542969
Switzerland,Chile,8740834,46.818188,8.227511999999999,-35.675146999999996,-71.542969
United Arab Emirates,Chile,77208,23.424076,53.847818000000004,-35.675146999999996,-71.542969
United Kingdom,Chile,6951163,55.378051,-3.435973,-35.675146999999996,-71.542969
United States,Chile,43388499,37.09024,-95.712891,-35.675146999999996,-71.542969
Australia,China,289250119,-25.274398,133.775136,35.86166,104.195397
Austria,China,347378944,47.516231,14.550072,35.86166,104.195397
Belgium,China,28083159,50.503887,4.469936,35.86166,104.195397
Brazil,China,86105,-14.235004,-51.92528,35.86166,104.195397
Canada,China,113004727,56.130366,-106.34677099999999,35.86166,104.195397
Colombia,China,16522,4.570868,-74.297333,35.86166,104.195397
Cyprus,China,118284,35.126413,33.429859,35.86166,104.195397
Czech Republic,China,346455,49.817492,15.472961999999999,35.86166,104.195397
Denmark,China,150000045,56.26392,9.501785,35.86166,104.195397
Estonia,China,48172,58.595271999999994,25.013607,35.86166,104.195397
Finland,China,82993797,61.92411,25.748151,35.86166,104.195397
France,China,2484435507,46.227638,2.213749,35.86166,104.195397
Germany,China,6822592770,51.165690999999995,10.451526,35.86166,104.195397
Greece,China,10812145,39.074208,21.824312,35.86166,104.195397
Hungary,China,400981,47.162494,19.503304,35.86166,104.195397
Ireland,China,6512922,53.41291,-8.243889999999999,35.86166,104.195397
Italy,China,175410068,41.87194,12.56738,35.86166,104.195397
Japan,China,3220381728,36.204824,138.252924,35.86166,104.195397
Kuwait,China,125947784,29.311659999999996,47.481766,35.86166,104.195397
Liechtenstein,China,19061,47.166000000000004,9.555373,35.86166,104.195397
Luxembourg,China,6831628,49.815273,6.129583,35.86166,104.195397
Netherlands,China,50627813,52.132633,5.291266,35.86166,104.195397
New Zealand,China,11487238,-40.900557,174.88597099999998,35.86166,104.195397
Norway,China,204686722,60.472024,8.468946,35.86166,104.195397
Poland,China,25164432,51.919438,19.145135999999997,35.86166,104.195397
Portugal,China,29403761,39.399871999999995,-8.224454,35.86166,104.195397
Romania,China,301489,45.943160999999996,24.96676,35.86166,104.195397
Saudi Arabia,China,129469893,23.885942,45.079162,35.86166,104.195397
